server,timestamp,elapsed_s,goodput_bps,goodput_mbps,bytes_acked,snd_cwnd,rtt_us,rtt_ms,rttvar_us,retransmits,total_retrans,lost,pacing_rate,delivery_rate,snd_ssthresh,cc_algo
speed.mymanga.pro:9215,1773106034.1615336,27.191,31651871.565832224,31.651871565832224,74485502,2557,568077,568.077,5374,0,10101,0,18446744073709551615,2468104,1278,mycc
speed.mymanga.pro:9215,1773106035.2090085,28.239,24401234.7676393,24.401234767639302,77680462,2557,390012,390.012,24334,0,10742,0,18446744073709551615,1018773,1278,mycc
speed.mymanga.pro:9215,1773106036.3508573,29.381,26275422.746482182,26.27542274648218,81430782,2557,476402,476.402,6527,1,11349,1,18446744073709551615,4674180,1278,mycc
speed.mymanga.pro:9215,1773106037.5329616,30.563,22969965.40097154,22.96996540097154,84824894,2557,512764,512.764,7844,244,11594,244,18446744073709551615,2268274,1278,mycc
speed.mymanga.pro:9215,1773106038.673889,31.704,34412316.6236207,34.4123166236207,89732638,2557,524500,524.5,7609,314,11909,314,18446744073709551615,3005807,1278,mycc
speed.mymanga.pro:9215,1773106040.047609,33.077,23027781.576124128,23.027781576124127,93686854,2557,425893,425.893,6965,174,12495,174,18446744073709551615,2159179,1278,mycc
speed.mymanga.pro:9215,1773106041.0719385,34.102,21483651.144295774,21.483651144295774,96437646,2557,515927,515.927,19992,0,12515,0,18446744073709551615,18362,1278,mycc
speed.mymanga.pro:9215,1773106042.1408675,35.171,11010408.056669328,11.010408056669329,97908814,2557,457887,457.887,43755,441,12965,441,18446744073709551615,2272346,1278,mycc
speed.mymanga.pro:9215,1773106043.9388807,36.969,30534787.890097003,30.534787890097004,104771558,2557,427521,427.521,9585,0,13181,0,18446744073709551615,130456,1278,mycc
speed.mymanga.pro:9215,1773106044.991797,38.021,11254927.035348307,11.254927035348308,106252870,2557,391013,391.013,30694,664,13864,664,18446744073709551615,2537274,1278,mycc
speed.mymanga.pro:9215,1773106046.4660625,39.496,23883544.856043436,23.883544856043436,110654206,2557,408254,408.254,31495,206,14088,206,18446744073709551615,5376517,1278,mycc
speed.mymanga.pro:9215,1773106047.7351704,40.765,21933796.003739227,21.933796003739225,114133750,2557,475614,475.614,30434,480,14573,480,18446744073709551615,11043,1278,mycc
speed.mymanga.pro:9215,1773106048.7522585,41.782,19088594.755746692,19.088594755746694,116560598,2557,420467,420.467,2885,559,15182,559,18446744073709551615,169182,1278,mycc
speed.mymanga.pro:9215,1773106049.9779534,43.008,22483846.605812132,22.483846605812133,120005390,2557,513487,513.487,963,271,16175,271,18446744073709551615,3888494,1278,mycc
speed.mymanga.pro:9215,1773106051.2867932,44.316,28502996.36193638,28.50299636193638,124668622,2557,523868,523.868,2889,337,17052,337,18446744073709551615,4844926,1278,mycc
speedtestfl.telecom.mu:5204,1773106056.94291,1.229,576183.5874314079,0.5761835874314079,88534,72,408695,408.695,173,0,0,0,18446744073709551615,112620,2147483647,mycc
speedtestfl.telecom.mu:5204,1773106057.9851472,2.271,2599515.5300169736,2.5995155300169737,427198,306,316886,316.886,2941,0,0,0,18446744073709551615,695823,2147483647,mycc
speedtestfl.telecom.mu:5204,1773106059.69149,3.978,24005156.800312985,24.005156800312985,5547326,1926,502702,502.702,15046,20,125,20,18446744073709551615,720255,962,mycc
speedtestfl.telecom.mu:5204,1773106060.8128827,5.099,29485677.23589475,29.48567723589475,9680454,1926,515686,515.686,1608,0,962,0,18446744073709551615,4082792,963,mycc
speedtestfl.telecom.mu:5204,1773106061.8460157,6.132,27325534.255449343,27.325534255449345,13209318,1928,328468,328.468,1293,8,1205,8,18446744073709551615,795199,964,mycc
speedtestfl.telecom.mu:5204,1773106063.3751512,7.661,14901512.987099564,14.901512987099563,16057622,1929,350811,350.811,2192,135,2401,135,18446744073709551615,2284286,964,mycc
speedtestfl.telecom.mu:5204,1773106064.4908292,8.777,39492108.97546379,39.49210897546379,21565182,1929,493858,493.858,3083,20,3183,20,18446744073709551615,4269145,964,mycc
speedtestfl.telecom.mu:5204,1773106065.6088445,9.895,38627249.924983196,38.6272499249832,26963414,1930,495608,495.608,14416,30,3250,30,18446744073709551615,339884,965,mycc
speedtestfl.telecom.mu:5204,1773106066.713765,11.0,29056471.73311767,29.056471733117668,30976550,1931,505069,505.069,2267,1,4097,1,18446744073709551615,4189124,965,mycc
speedtestfl.telecom.mu:5204,1773106067.756752,12.043,31247910.681552276,31.247910681552277,35050446,1932,342146,342.146,31919,0,4331,0,18446744073709551615,436748,965,mycc
speedtestfl.telecom.mu:5204,1773106069.1685355,13.455,31596007.01160814,31.59600701160814,40626286,1933,544784,544.784,9320,0,4947,0,18446744073709551615,4131663,966,mycc
speedtestfl.telecom.mu:5204,1773106070.6755686,14.962,29569006.62249423,29.56900662249423,46196470,1934,546300,546.3,10007,0,5818,0,18446744073709551615,4601281,966,mycc
speedtestfl.telecom.mu:5204,1773106072.611595,16.898,23283352.70580299,23.283352705802987,51831118,1935,415497,415.497,30465,0,6827,0,18446744073709551615,433330,967,mycc
speedtestfl.telecom.mu:5204,1773106074.5556479,18.842,22930996.99371286,22.93099699371286,57403502,1936,427147,427.147,31548,0,7877,0,18446744073709551615,597866,967,mycc
speedtestfl.telecom.mu:5204,1773106076.502556,20.789,22894276.77489372,22.89427677489372,62975134,1937,416513,416.513,32572,0,8879,0,18446744073709551615,420247,968,mycc
speedtestfl.telecom.mu:5204,1773106078.447053,22.733,22917171.37043416,22.91717137043416,68545430,1938,394238,394.238,3029,0,9903,0,18446744073709551615,421490,968,mycc
speedtestfl.telecom.mu:5204,1773106080.393488,24.68,23164335.09813742,23.16433509813742,74181414,1939,450084,450.084,33503,0,10914,0,18446744073709551615,463388,969,mycc
speedtestfl.telecom.mu:5204,1773106082.251372,26.538,23982067.748054642,23.982067748054643,79750902,1940,371936,371.936,4124,0,11989,0,18446744073709551615,294909,969,mycc
speedtestfl.telecom.mu:5204,1773106083.3725271,27.659,20000573.987084646,20.000573987084646,82553870,1940,492802,492.802,747,4,12869,4,18446744073709551615,5328518,970,mycc
speedtestfl.telecom.mu:5204,1773106084.7180524,29.004,40284520.417737655,40.28452041773765,89329350,1941,311627,311.627,621,65,13379,65,18446744073709551615,1261185,970,mycc
speedtestfl.telecom.mu:5204,1773106086.2301445,30.516,14885146.082786124,14.885146082786124,92142814,1942,347508,347.508,633,165,14470,165,18446744073709551615,1590110,970,mycc
speedtestfl.telecom.mu:5204,1773106087.456917,31.743,42440128.071954735,42.44012807195473,98650862,1942,400430,400.43,4521,0,15317,0,18446744073709551615,4404147,971,mycc
speedtestfl.telecom.mu:5204,1773106089.2652414,33.552,24501834.705917813,24.501834705917812,104189270,1943,361293,361.293,2533,32,16232,32,18446744073709551615,3360232,971,mycc
speedtestfl.telecom.mu:5204,1773106091.246717,35.533,30869374.448751528,30.86937444875153,111835134,1945,513044,513.044,12426,0,16676,0,18446744073709551615,14525,972,mycc
speedtestfl.telecom.mu:5204,1773106092.8188868,37.105,13998406.705008889,13.998406705008888,114586118,1946,406356,406.356,1157,23,17722,23,18446744073709551615,3633416,972,mycc
speedtestfl.telecom.mu:5204,1773106094.004607,38.291,37716283.9933396,37.7162839933396,120176238,1947,489624,489.624,4307,7,18606,7,18446744073709551615,5294841,973,mycc
speedtestfl.telecom.mu:5204,1773106095.284178,39.571,39470777.13951901,39.470777139519015,126489446,1948,321141,321.141,14196,166,18983,166,18446744073709551615,1262700,974,mycc
speedtestfl.telecom.mu:5204,1773106096.2882745,40.575,20612839.338209838,20.612839338209838,129076606,1948,411786,411.786,1618,491,19737,491,18446744073709551615,3695711,974,mycc
speedtestfl.telecom.mu:5204,1773106097.7857316,42.072,28329798.600402817,28.329798600402817,134379438,1949,311329,311.329,490,71,20376,71,18446744073709551615,1174126,974,mycc
