server,timestamp,elapsed_s,goodput_bps,goodput_mbps,bytes_acked,snd_cwnd,rtt_us,rtt_ms,rttvar_us,retransmits,total_retrans,lost,pacing_rate,delivery_rate,snd_ssthresh
speedtest.ip-projects.de:5201,1771958032.6344516,1.072,57635483.5121532,57.6354835121532,7723526,4602,106754,106.754,769,0,0,0,117944732,28916377,2147483647
speedtest.ip-projects.de:5201,1771958033.6792154,2.117,221874577.99305487,221.87457799305486,36699342,4602,104779,104.779,799,0,0,0,120167466,30886727,2147483647
speedtest.ip-projects.de:5201,1771958034.7216055,3.159,222310198.64577878,222.31019864577877,65666086,4602,105305,105.305,722,0,0,0,119567513,30886727,2147483647
speedtest.ip-projects.de:5201,1771958035.795126,4.233,216196174.052786,216.196174052786,94677462,3222,103689,103.689,765,0,1,0,51010264,30536663,3222
speedtest.ip-projects.de:5201,1771958036.8790379,5.317,233353815.0022137,233.35381500221368,126294334,2256,105785,105.785,635,0,29,0,35009171,30883302,2256
speedtest.ip-projects.de:5201,1771958037.9632137,6.401,127173409.33594789,127.17340933594788,143529126,1150,102277,102.277,120,0,359,0,18458063,15178751,1125
speedtest.ip-projects.de:5201,1771958038.9802313,7.418,124481809.98681523,124.48180998681524,159354150,1220,101914,101.914,293,0,359,0,19651271,16279952,1125
speedtest.ip-projects.de:5201,1771958040.0102632,8.448,133799535.1344646,133.7995351344646,176581374,1275,102787,102.787,157,0,359,0,20362812,16964358,1125
speedtest.ip-projects.de:5201,1771958041.0632875,9.501,139971882.0552086,139.9718820552086,195005598,1316,102741,102.741,298,0,359,0,21027077,17239045,1125
speedtest.ip-projects.de:5201,1771958042.1095626,10.547,141481469.35996112,141.48146935996112,213509166,1342,110893,110.893,507,0,359,0,19866130,16654713,1125
speedtest.ip-projects.de:5201,1771958043.1141257,11.552,136102344.32011256,136.10234432011256,230599590,1356,108954,108.954,1763,0,359,0,20430681,16720069,1125
speedtest.ip-projects.de:5201,1771958044.1223142,12.56,137013237.01330426,137.01323701330426,247866486,1364,115158,115.158,1749,0,359,0,19444004,16102735,1125
speedtest.ip-projects.de:5201,1771958045.193295,13.631,138013366.58501577,138.01336658501577,266342694,1366,102674,102.674,201,0,359,0,21840168,18147359,1125
speedtest.ip-projects.de:5201,1771958046.2097569,14.647,145189748.25697163,145.18974825697163,284790174,1366,103705,103.705,850,0,359,0,21623067,17632875,1125
speedtest.ip-projects.de:5201,1771958047.228863,15.666,145145924.2468468,145.1459242468468,303280062,1366,102792,102.792,305,0,359,0,21815043,16740406,1125
speedtest.ip-projects.de:5201,1771958048.247154,16.685,145713506.7505173,145.7135067505173,321827406,1370,102010,102.01,508,0,359,0,22046698,18353688,1125
speedtest.ip-projects.de:5201,1771958049.260805,17.698,146369730.3026729,146.3697303026729,340373382,1379,102362,102.362,211,0,359,0,22115192,17985048,1125
speedtest.ip-projects.de:5201,1771958050.3307884,18.768,138438623.0646931,138.4386230646931,358889262,1396,114180,114.18,628,0,359,0,20070643,16625186,1125
speedtest.ip-projects.de:5201,1771958051.4013166,19.839,119544957.12828763,119.54495712828763,374886294,1030,114128,114.128,466,0,505,0,14815300,12156821,987
lg.vie.alwyzon.net:5203,1771958071.931342,1.015,36062884.091732115,36.062884091732116,4575998,3355,115992,115.992,293,0,0,0,79137011,19681168,2147483647
lg.vie.alwyzon.net:5203,1771958072.9516098,2.035,205094543.30090478,205.09454330090477,30732422,4604,113080,113.08,322,0,0,0,111394484,28230871,2147483647
lg.vie.alwyzon.net:5203,1771958073.9684837,3.052,205380900.2651431,205.38090026514308,56838230,4604,112654,112.654,369,0,0,0,111815471,28230871,2147483647
lg.vie.alwyzon.net:5203,1771958074.9956312,4.079,204669145.91234282,204.66914591234283,83116406,4604,113351,113.351,491,0,0,0,111128285,28230871,2147483647
lg.vie.alwyzon.net:5203,1771958076.0135193,5.097,204656466.96633196,204.65646696633195,109156078,4604,112833,112.833,717,0,0,0,111638829,28230871,2147483647
lg.vie.alwyzon.net:5203,1771958077.0414865,6.125,205102136.53579465,205.10213653579464,135510862,4604,112649,112.649,475,0,0,0,111820806,28230871,2147483647
lg.vie.alwyzon.net:5203,1771958078.0612462,7.145,206173381.11915368,206.17338111915367,161791774,4604,113332,113.332,329,0,0,0,111146671,28230871,2147483647
lg.vie.alwyzon.net:5203,1771958079.0805273,8.164,205722584.2194081,205.7225842194081,188002918,4604,112796,112.796,278,0,0,0,111675201,28230871,2147483647
lg.vie.alwyzon.net:5203,1771958080.0947685,9.179,204532835.18995327,204.53283518995326,213933622,4604,112395,112.395,222,0,0,0,112073134,28230871,2147483647
lg.vie.alwyzon.net:5203,1771958081.1132703,10.197,205439456.7689907,205.4394567689907,240088678,4604,112540,112.54,197,0,0,0,111928612,28230871,2147483647
lg.vie.alwyzon.net:5203,1771958082.1339726,11.218,204203105.37856495,204.20310537856494,266142502,4604,116453,116.453,620,0,0,0,108167899,28230871,2147483647
