server,timestamp,elapsed_s,goodput_bps,goodput_mbps,bytes_acked,snd_cwnd,rtt_us,rtt_ms,rttvar_us,retransmits,total_retrans,lost,pacing_rate,delivery_rate,snd_ssthresh,cc_algo
speedtestfl.telecom.mu:5204,1773172358.3201096,9.01,5742723.917966696,5.742723917966696,2987262,258,398861,398.861,641,0,0,0,1123951,658732,45,cubic
speedtest.telecom.mu:5203,1773172364.0536704,1.228,567267.4751514349,0.5672674751514349,87086,70,405717,405.717,704,0,0,0,499658,112512,2147483647,cubic
speedtest.telecom.mu:5203,1773172365.2242267,2.399,3284373.4022346516,3.284373402234652,567654,402,343163,343.163,282,0,0,0,3392531,432965,2147483647,cubic
speedtest.telecom.mu:5203,1773172366.310008,3.484,15853858.8129537,15.8538588129537,2719382,1506,387099,387.099,7519,1,1,1,8340134,5006708,1567,cubic
speedtest.telecom.mu:5203,1773172367.5192955,4.694,47330803.05201357,47.33080305201357,9873950,1097,327541,327.541,535,0,4,0,5819561,3687557,1097,cubic
speedtest.telecom.mu:5203,1773172368.571326,5.746,26382564.315907225,26.382564315907224,13343358,798,437375,437.375,535,1,6,1,4469384,3628014,798,cubic
speedtest.telecom.mu:5203,1773172369.8963733,7.071,25553829.78487278,25.553829784872782,17575862,848,391310,391.31,369,0,6,0,3763566,3049062,798,cubic
speedtest.telecom.mu:5203,1773172371.239085,8.414,26822330.02537297,26.82233002537297,22077694,634,333408,333.408,781,0,7,0,3304173,2688464,615,cubic
speedtest.telecom.mu:5203,1773172372.670086,9.845,23839872.397581294,23.839872397581296,26342054,694,330698,330.698,251,0,7,0,3646505,2989212,615,cubic
41.226.22.119:9206,1773172390.394536,1.02,1612918.666809713,1.612918666809713,205654,41,202182,202.182,555,0,0,0,352363,268488,36,cubic
41.226.22.119:9206,1773172391.7268393,2.352,2930119.6223092526,2.9301196223092525,693630,58,199880,199.88,1015,0,0,0,504206,385606,36,cubic
41.226.22.119:9206,1773172392.8538578,3.479,4049708.3194629727,4.049708319462972,1264142,78,199353,199.353,1272,0,0,0,679861,516135,36,cubic
41.226.22.119:9206,1773172393.9812276,4.607,5456154.280359317,5.456154280359317,2033030,104,199809,199.809,994,0,0,0,904415,699237,36,cubic
41.226.22.119:9206,1773172395.2129622,5.838,6677283.054862223,6.677283054862222,3061110,140,198765,198.765,892,0,0,0,1223874,940241,36,cubic
41.226.22.119:9206,1773172396.4409204,7.066,8980735.646202745,8.980735646202746,4439606,188,193690,193.69,1840,0,0,0,1686554,1204384,36,cubic
41.226.22.119:9206,1773172397.6705594,8.296,11417828.639884595,11.417828639884595,6194582,248,197484,197.484,725,0,0,0,2181074,1249075,36,cubic
